时间,白屏时间,用户可操作时间,总下载时间
1512384965765,794,1130,1230
1512385180712,3486,3714,3748
1512389531305,690,895,1358
1512390222621,253,515,623
1512395098490,2092,2306,4535
1512395987008,569,1019,1557
1512397078675,446,631,688
