时间,错误量
1514220814432,0
1514220824429,0
1514220834430,0
1514220844430,0
1514220854431,0
1514220864433,0
1514220874433,0
1514220884429,0
1514220894429,0
1514220904429,0
1514220914429,0
1514220924430,0
1514220934431,0
1514220944428,0
1514220954429,0
1514220964428,0
1514220974429,0
1514220984429,0
1514220994430,0
1514221004427,0
1514221014427,0
1514221024428,0
1514221034428,0
1514221044429,0
1514221054429,0
1514221064427,0
1514221074427,0
1514221084427,0
1514221094428,0
1514221104428,0
1514221114428,0
1514221124425,0
1514221134426,0
1514221144427,0
1514221154427,0
1514221164428,0
1514221174428,0
1514221184425,0
1514221194425,0
1514221204427,0
1514221214428,0
1514221224428,0
1514221234429,0
1514221244426,0
1514221254427,0
1514221264427,0
1514221274428,0
1514221284428,0
1514221294428,0
1514221304424,0
1514221314424,0
1514221324425,0
1514221334425,0
1514221344426,0
1514221354427,0
1514221364424,0
1514221374424,0
1514221384424,0
1514221394424,0
1514221404424,0
1514221414425,0
1514221424422,0
1514221434421,0
1514221444422,0
1514221454421,0
1514221464422,0
1514221474422,0
1514221484420,0
1514221494421,0
1514221504421,0
1514221514422,0
1514221524422,0
1514221534423,0
1514221544419,0
1514221554420,0
1514221564420,0
1514221574420,0
1514221584420,0
1514221594420,0
1514221604417,0
1514221614417,0
1514221624417,0
1514221634418,0
1514221644418,0
1514221654419,0
1514221664416,0
1514221674418,0
1514221684418,0
1514221694418,0
1514221704419,0
1514221714419,0
1514221724416,0
1514221734415,0
1514221744416,0
1514221754415,0
1514221764416,0
1514221774416,0
1514221784416,0
1514221794413,0
1514221804413,0
1514221814414,0
1514221824414,0
1514221834415,0
1514221844416,0
1514221854413,0
1514221864415,0
1514221874415,0
1514221884416,0
1514221894416,0
1514221904416,0
1514221914413,0
1514221924412,0
1514221934413,0
1514221944412,0
1514221954413,0
1514221964413,0
1514221974411,0
1514221984412,0
1514221994412,0
1514222004413,0
1514222014413,0
1514222024414,0
1514222034410,0
1514222044411,0
1514222054411,0
1514222064411,0
1514222074412,0
1514222084412,0
1514222094409,0
1514222104409,0
1514222114410,0
1514222124411,0
1514222134411,0
1514222144412,0
1514222154409,0
1514222164410,0
1514222174410,0
1514222184411,0
1514222194412,0
1514222204411,0
1514222214408,0
1514222224407,0
1514222234408,0
1514222244407,0
1514222254408,0
1514222264408,0
1514222274408,0
1514222284404,0
1514222294404,0
1514222304405,0
1514222314406,0
1514222324407,0
1514222334408,0
1514222344405,0
1514222354405,0
1514222364405,0
1514222374406,0
1514222384406,0
1514222394406,0
1514222404403,0
1514222414402,0
1514222424403,0
1514222434402,0
1514222444403,0
1514222454403,0
1514222464401,0
1514222474402,0
1514222484402,0
1514222494403,0
1514222504403,0
1514222514404,0
1514222524401,0
1514222534402,0
1514222544403,0
1514222554403,0
1514222564404,0
1514222574404,0
1514222584401,0
1514222594401,0
1514222604402,0
1514222614403,0
1514222624403,0
1514222634404,0
1514222644401,0
1514222654402,0
1514222664402,0
1514222674403,0
1514222684404,0
1514222694404,0
1514222704401,0
1514222714401,0
1514222724402,0
1514222734402,0
1514222744403,0
1514222754403,0
1514222764400,0
1514222774401,0
1514222784401,0
1514222794402,0
1514222804402,0
1514222814403,0
1514222824400,0
1514222834400,0
1514222844401,0
1514222854401,0
1514222864401,0
1514222874401,0
1514222884398,0
1514222894399,0
1514222904399,0
1514222914400,0
1514222924400,0
1514222934401,0
1514222944398,0
1514222954399,0
1514222964400,0
1514222974400,0
1514222984401,0
1514222994401,0
1514223004398,0
1514223014399,0
1514223024399,0
1514223034399,0
1514223044399,0
1514223054399,0
1514223064396,0
1514223074396,0
1514223084397,0
1514223094396,0
1514223104397,0
1514223114397,0
1514223124394,0
1514223134394,0
1514223144396,0
1514223154397,0
1514223164397,0
1514223174398,0
1514223184394,0
1514223194395,0
1514223204394,0
1514223214395,0
1514223224395,0
1514223234395,0
1514223244392,0
1514223254392,0
1514223264393,0
1514223274393,0
1514223284394,0
1514223294395,0
1514223304392,0
1514223314393,0
1514223324393,0
1514223334394,0
1514223344395,0
1514223354396,0
1514223364393,0
1514223374392,0
1514223384393,0
1514223394392,0
1514223404393,0
1514223414393,0
1514223424391,0
1514223434392,0
1514223444392,0
1514223454393,0
1514223464393,0
1514223474394,0
1514223484391,0
1514223494392,0
1514223504393,0
1514223514393,0
1514223524393,0
1514223534393,0
1514223544389,0
1514223554389,0
1514223564389,0
1514223574390,0
1514223584389,0
1514223594390,0
1514223604387,0
1514223614388,0
1514223624388,0
1514223634389,0
1514223644390,0
1514223654390,0
1514223664387,0
1514223674386,0
1514223684387,0
1514223694386,0
1514223704387,0
1514223714387,0
1514223724387,0
1514223734383,0
1514223744383,0
1514223754384,0
1514223764384,0
1514223774385,0
1514223784387,0
1514223794384,0
1514223804385,0
1514223814385,0
1514223824385,0
1514223834385,0
1514223844385,0
1514223854382,0
1514223864381,0
1514223874382,0
1514223884382,0
1514223894383,0
1514223904382,0
1514223914380,0
1514223924380,0
1514223934380,0
1514223944381,0
1514223954381,0
1514223964382,0
1514223974379,0
1514223984380,0
1514223994380,0
1514224004380,0
1514224014381,0
1514224024381,0
1514224034377,0
1514224044377,0
1514224054377,0
1514224064378,0
1514224074377,0
1514224084378,0
1514224094375,0
1514224104376,0
1514224114376,0
1514224124377,0
1514224134378,0
1514224144378,0
1514224154375,0
1514224164374,0
1514224174375,0
1514224184374,0
1514224194375,0
1514224204377,0
1514224214374,0
1514224224374,0
1514224234374,0
1514224244374,0
1514224254374,0
1514224264375,0
1514224274372,0
1514224284372,0
1514224294373,0
1514224304373,0
1514224314374,0
1514224324374,0
1514224334371,0
1514224344372,0
1514224354371,0
1514224364372,0
1514224374371,0
1514224384372,0
1514224394371,0
1514224404368,0
1514224414369,0
1514224424369,0
1514224434370,0
1514224444370,0
1514224454371,0
1514224464369,0
1514224474370,0
1514224484371,0
1514224494371,0
1514224504372,0
1514224514372,0
1514224524368,0
1514224534368,0
1514224544368,0
1514224554369,0
1514224564368,0
1514224574369,0
1514224584368,0
1514224594365,0
1514224604365,0
1514224614366,0
1514224624367,0
1514224634367,0
1514224644368,0
1514224654365,0
1514224664366,0
1514224674365,0
1514224684366,0
1514224694366,0
1514224704366,0
1514224714362,0
1514224724362,0
1514224734362,0
1514224744362,0
1514224754363,0
1514224764364,0
1514224774361,0
1514224784362,0
1514224794362,0
1514224804363,0
1514224814363,0
1514224824363,0
1514224834360,0
1514224844359,0
1514224854360,0
1514224864359,0
1514224874360,0
1514224884359,0
1514224894360,0
1514224904357,0
1514224914357,0
1514224924358,0
1514224934358,0
1514224944359,0
1514224954359,0
1514224964357,0
1514224974358,0
1514224984358,0
1514224994358,0
1514225004358,0
1514225014360,0
1514225024357,0
1514225034357,0
1514225044358,0
1514225054357,0
1514225064358,0
1514225074358,0
1514225084355,0
1514225094355,0
1514225104356,0
1514225114357,0
1514225124357,0
1514225134358,0
1514225144354,0
1514225154355,0
1514225164354,0
1514225174355,0
1514225184356,0
1514225194356,0
1514225204353,0
1514225214353,0
1514225224353,0
1514225234353,0
1514225244353,0
1514225254354,0
1514225264351,0
1514225274352,0
1514225284352,0
1514225294353,0
1514225304353,0
1514225314354,0
1514225324351,0
1514225334351,0
1514225344352,0
1514225354351,0
1514225364352,0
1514225374351,0
1514225384349,0
1514225394349,0
1514225404349,0
1514225414350,0
1514225424350,0
1514225434351,0
1514225444348,0
1514225454349,0
1514225464350,0
1514225474350,0
1514225484350,0
1514225494350,0
1514225504348,0
1514225514348,0
1514225524348,0
1514225534349,0
1514225544348,0
1514225554349,0
1514225564346,0
1514225574347,0
1514225584348,0
1514225594348,0
1514225604349,0
1514225614350,0
1514225624347,0
1514225634347,0
1514225644348,0
1514225654348,0
1514225664348,0
1514225674348,0
1514225684345,0
1514225694345,0
1514225704345,0
1514225714346,0
1514225724347,0
1514225734347,0
1514225744344,0
1514225754344,0
1514225764345,0
1514225774345,0
1514225784346,0
1514225794347,0
1514225804344,0
1514225814345,0
1514225824344,0
1514225834345,0
1514225844344,0
1514225854345,0
1514225864342,0
1514225874342,0
1514225884342,0
1514225894342,0
1514225904343,0
1514225914343,0
1514225924341,0
1514225934342,0
1514225944342,0
1514225954343,0
1514225964343,0
1514225974344,0
1514225984341,0
1514225994342,0
1514226004343,0
1514226014342,0
1514226024343,0
1514226034343,0
1514226044340,0
1514226054340,0
1514226064341,0
1514226074342,0
1514226084342,0
1514226094343,0
1514226104340,0
1514226114341,0
1514226124341,0
1514226134342,0
1514226144343,0
1514226154343,0
1514226164340,0
1514226174340,0
1514226184341,0
1514226194341,0
1514226204341,0
1514226214342,0
1514226224338,0
1514226234339,0
1514226244339,0
1514226254340,0
1514226264340,0
1514226274341,0
1514226284338,0
1514226294338,0
1514226304339,0
1514226314338,0
1514226324339,0
1514226334338,0
1514226344336,0
1514226354337,0
1514226364337,0
1514226374337,0
1514226384338,0
1514226394339,0
1514226404336,0
1514226414337,0
1514226424338,0
1514226434338,0
1514226444339,0
1514226454339,0
1514226464335,0
1514226474335,0
1514226484335,0
1514226494336,0
1514226504335,0
1514226514336,0
1514226524335,0
1514226534332,0
1514226544332,0
1514226554333,0
1514226564334,0
1514226574335,0
1514226584336,0
1514226594333,0
1514226604334,0
1514226614334,0
1514226624335,0
1514226634335,0
1514226644335,0
1514226654331,0
1514226664331,0
1514226674331,0
1514226684331,0
1514226694331,0
1514226704332,0
1514226714331,0
1514226724328,0
1514226734328,0
1514226744329,0
1514226754329,0
1514226764330,0
1514226774331,0
1514226784328,0
1514226794329,0
1514226804328,0
1514226814329,0
1514226824329,0
1514226834330,0
1514226844326,0
1514226854326,0
1514226864326,0
1514226874326,0
1514226884327,0
1514226894327,0
1514226904325,0
1514226914326,0
1514226924326,0
1514226934327,0
1514226944327,0
1514226954328,0
1514226964325,0
1514226974327,0
1514226984328,0
1514226994327,0
1514227004328,0
1514227014328,0
1514227024325,0
1514227034325,0
1514227044326,0
1514227054327,0
1514227064327,0
1514227074328,0
1514227084325,0
1514227094326,0
1514227104326,0
1514227114327,0
1514227124327,0
1514227134327,0
1514227144323,0
1514227154323,0
1514227164324,0
1514227174324,0
1514227184324,0
1514227194325,0
1514227204322,0
1514227214323,0
1514227224323,0
1514227234324,0
1514227244324,0
1514227254325,0
1514227264322,0
1514227274322,0
1514227284323,0
1514227294323,0
1514227304324,0
1514227314323,0
1514227324321,0
1514227334322,0
1514227344322,0
1514227354323,0
1514227364323,0
1514227374324,0
1514227384321,0
1514227394322,0
1514227404323,0
1514227414323,0
1514227424325,0
1514227434325,0
1514227444321,0
1514227454321,0
1514227464322,0
1514227474323,0
1514227484322,0
1514227494323,0
1514227504319,0
1514227514320,0
1514227524319,0
1514227534320,0
1514227544321,0
1514227554321,0
1514227564318,0
1514227574319,0
1514227584320,0
1514227594320,0
1514227604321,0
1514227614321,0
1514227624318,0
1514227634318,0
1514227644318,0
1514227654318,0
1514227664318,0
1514227674318,0
1514227684315,0
1514227694314,0
1514227704315,0
1514227714315,0
1514227724316,0
1514227734316,0
1514227744314,0
1514227754315,0
1514227764315,0
1514227774316,0
1514227784316,0
1514227794317,0
1514227804314,0
1514227814315,0
1514227824316,0
1514227834316,0
1514227844317,0
1514227854317,0
1514227864313,0
1514227874313,0
1514227884314,0
1514227894315,0
1514227904315,0
1514227914316,0
1514227924313,0
1514227934313,0
1514227944313,0
1514227954313,0
1514227964314,0
1514227974314,0
1514227984311,0
1514227994311,0
1514228004312,0
1514228014312,0
1514228024313,0
1514228034314,0
1514228044311,0
1514228054312,0
1514228064312,0
1514228074313,0
1514228084313,0
1514228094314,0
1514228104311,0
1514228114311,0
1514228124311,0
1514228134311,0
1514228144311,0
1514228154312,0
1514228164311,0
1514228174308,0
1514228184307,0
1514228194308,0
1514228204308,0
1514228214309,0
1514228224310,0
1514228234308,0
1514228244309,0
1514228254309,0
1514228264310,0
1514228274309,0
1514228284310,0
1514228294306,0
1514228304306,0
1514228314307,0
1514228324307,0
1514228334307,0
1514228344307,0
1514228354304,0
1514228364305,0
1514228374305,0
1514228384306,0
1514228394306,0
1514228404307,0
1514228414304,0
1514228424304,0
1514228434305,0
1514228444305,0
1514228454306,0
1514228464305,0
1514228474302,0
1514228484301,0
1514228494302,0
1514228504303,0
1514228514303,0
1514228524304,0
1514228534301,0
1514228544302,0
1514228554302,0
1514228564303,0
1514228574304,0
1514228584304,0
1514228594300,0
1514228604300,0
1514228614301,0
1514228624301,0
1514228634302,0
1514228644303,0
1514228654299,0
1514228664300,0
1514228674300,0
1514228684301,0
1514228694301,0
1514228704302,0
1514228714299,0
1514228724299,0
1514228734300,0
1514228744300,0
1514228754301,0
1514228764300,0
1514228774298,0
1514228784298,0
1514228794298,0
1514228804298,0
1514228814298,0
1514228824298,0
1514228834298,0
1514228844294,0
1514228854295,0
1514228864294,0
1514228874295,0
1514228884295,0
1514228894296,0
1514228904293,0
1514228914294,0
1514228924295,0
1514228934295,0
1514228944296,0
1514228954295,0
1514228964292,0
1514228974291,0
1514228984292,0
1514228994292,0
1514229004292,0
1514229014293,0
1514229024290,0
1514229034291,0
1514229044291,0
1514229054292,0
1514229064293,0
1514229074293,0
1514229084290,0
1514229094290,0
1514229104291,0
1514229114291,0
1514229124291,0
1514229134292,0
1514229144288,0
1514229154289,0
1514229164288,0
1514229174289,0
1514229184289,0
1514229194290,0
1514229204287,0
1514229214287,0
1514229224288,0
1514229234288,0
1514229244289,0
1514229254290,0
1514229264288,0
1514229274288,0
1514229284288,0
1514229294289,0
1514229304289,0
1514229314290,0
1514229324287,0
1514229334287,0
1514229344288,0
1514229354288,0
1514229364289,0
1514229374289,0
1514229384286,0
1514229394286,0
1514229404287,0
1514229414288,0
1514229424287,0
1514229434288,0
1514229444284,0
1514229454285,0
1514229464284,0
1514229474285,0
1514229484286,0
1514229494286,0
1514229504283,0
1514229514283,0
1514229524284,0
1514229534284,0
1514229544285,0
1514229554286,0
1514229564283,0
1514229574284,0
1514229584284,0
1514229594284,0
1514229604284,0
1514229614284,0
1514229624281,0
1514229634280,0
1514229644281,0
1514229654280,0
1514229664281,0
1514229674281,0
1514229684279,0
1514229694280,0
1514229704280,0
1514229714281,0
1514229724281,0
1514229734282,0
1514229744279,0
1514229754280,0
1514229764281,0
1514229774281,0
1514229784281,0
1514229794281,0
1514229804277,0
1514229814277,0
1514229824278,0
1514229834279,0
1514229844278,0
1514229854279,0
1514229864276,0
1514229874277,0
1514229884277,0
1514229894279,0
1514229904280,0
1514229914280,0
1514229924277,0
1514229934277,0
1514229944278,0
1514229954277,0
1514229964278,0
1514229974279,0
1514229984276,0
1514229994277,0
1514230004277,0
1514230014278,0
1514230024278,0
1514230034279,0
1514230044276,0
1514230054276,0
1514230064277,0
1514230074277,0
1514230084279,0
1514230094279,0
1514230104277,0
1514230114278,0
1514230124278,0
1514230134279,0
1514230144278,0
1514230154279,0
1514230164276,0
1514230174277,0
1514230184278,0
1514230194278,0
1514230204279,0
1514230214279,0
1514230224276,0
1514230234276,0
1514230244277,0
1514230254277,0
1514230264277,0
1514230274278,0
1514230284275,0
1514230294276,0
1514230304276,0
1514230314276,0
1514230324277,0
1514230334277,0
1514230344274,0
1514230354274,0
1514230364275,0
1514230374275,0
1514230384276,0
1514230394277,0
1514230404273,0
1514230414274,0
1514230424273,0
1514230434274,0
1514230444273,0
1514230454274,0
1514230464270,0
1514230474270,0
1514230484270,0
1514230494270,0
1514230504271,0
1514230514271,0
1514230524269,0
1514230534270,0
1514230544270,0
1514230554271,0
1514230564271,0
1514230574272,0
1514230584269,0
1514230594270,0
1514230604271,0
1514230614271,0
1514230624272,0
1514230634271,0
1514230644268,0
1514230654268,0
1514230664268,0
1514230674269,0
1514230684270,0
1514230694271,0
1514230704268,0
1514230714269,0
1514230724270,0
1514230734270,0
1514230744270,0
1514230754270,0
1514230764266,0
1514230774266,0
1514230784267,0
1514230794268,0
1514230804268,0
1514230814269,0
1514230824266,0
1514230834267,0
1514230844267,0
1514230854268,0
1514230864269,0
1514230874269,0
1514230884266,0
1514230894266,0
1514230904267,0
1514230914267,0
1514230924268,0
1514230934269,0
1514230944266,0
1514230954266,0
1514230964266,0
1514230974266,0
1514230984266,0
1514230994267,0
1514231004264,0
1514231014264,0
1514231024265,0
1514231034265,0
1514231044266,0
1514231054266,0
1514231064263,0
1514231074264,0
1514231084263,0
1514231094264,0
1514231104264,0
1514231114265,0
1514231124261,0
1514231134262,0
1514231144263,0
1514231154263,0
1514231164264,0
1514231174264,0
1514231184261,0
1514231194261,0
1514231204262,0
1514231214263,0
1514231224263,0
1514231234263,0
1514231244260,0
1514231254260,0
1514231264260,0
1514231274261,0
1514231284262,0
1514231294261,0
1514231304258,0
1514231314258,0
1514231324259,0
1514231334259,0
1514231344260,0
1514231354261,0
1514231364258,0
1514231374259,0
1514231384258,0
1514231394259,0
1514231404258,0
1514231414259,0
1514231424255,0
1514231434255,0
1514231444255,0
1514231454255,0
1514231464255,0
1514231474255,0
1514231484253,0
1514231494254,0
1514231504254,0
1514231514255,0
1514231524255,0
1514231534257,0
1514231544254,0
1514231554255,0
1514231564256,0
1514231574256,0
1514231584257,0
1514231594256,0
1514231604253,0
1514231614252,0
1514231624253,0
1514231634253,0
1514231644253,0
1514231654254,0
1514231664251,0
1514231674252,0
1514231684252,0
1514231694253,0
1514231704254,0
1514231714254,0
1514231724250,0
1514231734250,0
1514231744250,0
1514231754250,0
1514231764250,0
1514231774251,0
1514231784250,0
1514231794247,0
1514231804247,0
1514231814248,0
1514231824248,0
1514231834249,0
1514231844250,0
1514231854247,0
1514231864248,0
1514231874247,0
1514231884248,0
1514231894247,0
1514231904248,0
1514231914244,0
1514231924244,0
1514231934244,0
1514231944244,0
1514231954244,0
1514231964244,0
1514231974242,0
1514231984243,0
1514231994243,0
1514232004244,0
1514232014244,0
1514232024245,0
1514232034242,0
1514232044243,0
1514232054244,0
1514232064243,0
1514232074244,0
1514232084244,0
1514232094241,0
1514232104240,0
1514232114241,0
1514232124241,0
1514232134241,0
1514232144242,0
1514232154240,0
1514232164241,0
1514232174241,0
1514232184242,0
1514232194244,0
1514232204244,0
1514232214241,0
1514232224241,0
1514232234242,0
1514232244242,0
1514232254243,0
1514232264244,0
1514232274240,0
1514232284241,0
1514232294240,0
1514232304241,0
1514232314241,0
1514232324242,0
1514232334239,0
1514232344239,0
1514232354240,0
1514232364240,0
1514232374241,0
1514232384241,0
1514232394239,0
1514232404240,0
1514232414240,0
1514232424241,0
1514232434241,0
1514232444241,0
1514232454238,0
1514232464239,0
1514232474240,0
1514232484240,0
1514232494241,0
1514232504241,0
1514232514238,0
1514232524238,0
1514232534239,0
1514232544240,0
1514232554241,0
1514232564242,0
1514232574238,0
1514232584239,0
1514232594239,0
1514232604240,0
1514232614240,0
1514232624240,0
1514232634237,0
1514232644237,0
1514232654238,0
1514232664238,0
1514232674239,0
1514232684240,0
1514232694237,0
1514232704237,0
1514232714237,0
1514232724238,0
1514232734238,0
1514232744238,0
1514232754235,0
1514232764235,0
1514232774236,0
1514232784236,0
1514232794237,0
1514232804237,0
1514232814235,0
1514232824236,0
1514232834236,0
1514232844237,0
1514232854237,0
1514232864238,0
1514232874234,0
1514232884235,0
1514232894235,0
1514232904235,0
1514232914235,0
1514232924235,0
1514232934232,0
1514232944232,0
1514232954233,0
1514232964234,0
1514232974234,0
1514232984236,0
1514232994233,0
1514233004234,0
1514233014234,0
1514233024235,0
1514233034236,0
1514233044235,0
1514233054232,0
1514233064231,0
1514233074232,0
1514233084231,0
1514233094232,0
1514233104232,0
1514233114232,0
1514233124230,0
1514233134229,0
1514233144230,0
1514233154230,0
1514233164231,0
1514233174232,0
1514233184229,0
1514233194230,0
1514233204230,0
1514233214231,0
1514233224232,0
1514233234231,0
1514233244228,0
1514233254228,0
1514233264229,0
1514233274228,0
1514233284229,0
1514233294230,0
1514233304227,0
1514233314228,0
1514233324228,0
1514233334229,0
1514233344229,0
1514233354230,0
1514233364226,0
1514233374226,0
1514233384226,0
1514233394226,0
1514233404226,0
1514233414226,0
1514233424226,0
1514233434223,0
1514233444223,0
1514233454224,0
1514233464224,0
1514233474225,0
1514233484225,0
1514233494223,0
1514233504224,0
1514233514224,0
1514233524225,0
1514233534224,0
1514233544225,0
1514233554221,0
1514233564222,0
1514233574222,0
1514233584222,0
1514233594222,0
1514233604222,0
1514233614218,0
1514233624219,0
1514233634220,0
1514233644221,0
1514233654220,0
1514233664221,0
1514233674218,0
1514233684220,0
1514233694220,0
1514233704220,0
1514233714221,0
1514233724220,0
1514233734217,0
1514233744217,0
1514233754218,0
1514233764217,0
1514233774218,0
1514233784219,0
1514233794216,0
1514233804217,0
1514233814217,0
1514233824218,0
1514233834219,0
1514233844220,0
1514233854217,0
1514233864217,0
1514233874218,0
1514233884218,0
1514233894218,0
1514233904218,0
1514233914216,0
1514233924217,0
1514233934217,0
1514233944218,0
1514233954218,0
1514233964219,0
1514233974216,0
1514233984217,0
1514233994218,0
1514234004218,0
1514234014219,0
1514234024219,0
1514234034216,0
1514234044216,0
1514234054217,0
1514234064217,0
1514234074217,0
1514234084217,0
1514234094214,0
1514234104215,0
1514234114215,0
1514234124216,0
1514234134217,0
1514234144217,0
1514234154214,0
1514234164214,0
1514234174215,0
1514234184215,0
1514234194215,0
1514234204216,0
1514234214213,0
1514234224214,0
1514234234214,0
1514234244215,0
1514234254215,0
1514234264216,0
1514234274213,0
1514234284214,0
1514234294215,0
1514234304215,0
1514234314216,0
1514234324216,0
1514234334214,0
1514234344214,0
1514234354214,0
1514234364214,0
1514234374214,0
1514234384214,0
1514234394214,0
1514234404210,0
1514234414211,0
1514234424210,0
1514234434211,0
1514234444211,0
1514234454212,0
1514234464209,0
1514234474211,0
1514234484212,0
1514234494212,0
1514234504213,0
1514234514212,0
1514234524209,0
1514234534208,0
1514234544209,0
1514234554209,0
1514234564209,0
1514234574209,0
1514234584209,0
1514234594206,0
1514234604206,0
1514234614207,0
1514234624208,0
1514234634208,0
1514234644209,0
1514234654206,0
1514234664208,0
1514234674208,0
1514234684208,0
1514234694209,0
1514234704209,0
1514234714206,0
1514234724205,0
1514234734206,0
1514234744205,0
1514234754206,0
1514234764206,0
1514234774206,0
1514234784203,0
1514234794203,0
1514234804204,0
1514234814204,0
1514234824205,0
1514234834205,0
1514234844202,0
1514234854203,0
1514234864203,0
1514234874204,0
1514234884204,0
1514234894205,0
1514234904202,0
1514234914201,0
1514234924202,0
1514234934202,0
1514234944203,0
1514234954203,0
1514234964201,0
1514234974202,0
1514234984202,0
1514234994203,0
1514235004202,0
1514235014203,0
1514235024199,0
1514235034200,0
1514235044200,0
1514235054200,0
1514235064200,0
1514235074200,0
