时间,白屏时间,用户可操作时间,总下载时间
1512578501302,441,714,893
1512612734960,213,450,573
1512613663282,1234,2160,2757
1512613704395,339,737,1047
1512615660765,1442,1649,2564
1512616723775,200,467,518
1512617506699,242,411,577
1512618042997,464,720,913
1512618876172,426,623,868
1512623677159,165,305,524
1512624953790,151,487,568
1512626453703,1949,3808,4050
1512627154232,220,433,531
1512636429702,677,1444,1654
1512636788557,716,980,1470
