时间,错误量
1514517677189,0
1514517687189,0
1514517697190,0
1514517707189,0
1514517717190,0
1514517727187,0
1514517737188,0
1514517747189,0
1514517757189,0
1514517767190,0
1514517777190,0
1514517787187,0
1514517797186,0
1514517807187,0
1514517817187,0
1514517827187,0
1514517837187,0
1514517847187,0
1514517857183,0
1514517867183,0
1514517877184,0
1514517887185,0
1514517897185,0
1514517907186,0
1514517917183,0
1514517927184,0
1514517937184,0
1514517947184,0
1514517957185,0
1514517967184,0
1514517977181,0
1514517987180,0
1514517997181,0
1514518007180,0
1514518017181,0
1514518027181,0
1514518037178,0
1514518047178,0
1514518057178,0
1514518067179,0
1514518077179,0
1514518087180,0
1514518097177,0
1514518107177,0
1514518117178,0
1514518127178,0
1514518137178,0
1514518147178,0
1514518157175,0
1514518167176,0
1514518177176,0
1514518187177,0
1514518197177,0
1514518207178,0
1514518217175,0
1514518227176,0
1514518237177,0
1514518247177,0
1514518257178,0
1514518267178,0
1514518277175,0
1514518287174,0
1514518297175,0
1514518307175,0
1514518317175,0
1514518327175,0
1514518337172,0
1514518347172,0
1514518357172,0
1514518367172,0
1514518377173,0
1514518387173,0
1514518397170,0
1514518407170,0
1514518417171,0
1514518427171,0
1514518437172,0
1514518447173,0
1514518457169,0
1514518467170,0
1514518477169,0
1514518487170,0
1514518497169,0
1514518507170,0
1514518517166,0
1514518527166,0
1514518537166,0
1514518547166,0
1514518557167,0
1514518567167,0
1514518577165,0
1514518587166,0
1514518597166,0
1514518607167,0
1514518617167,0
1514518627167,0
1514518637164,0
1514518647165,0
1514518657166,0
1514518667165,0
1514518677166,0
1514518687165,0
1514518697162,0
1514518707162,0
1514518717163,0
1514518727164,0
1514518737164,0
1514518747165,0
1514518757162,0
1514518767163,0
1514518777163,0
1514518787164,0
1514518797165,0
1514518807165,0
1514518817162,0
1514518827162,0
1514518837162,0
1514518847163,0
1514518857162,0
1514518867163,0
1514518877160,0
1514518887161,0
1514518897161,0
1514518907162,0
1514518917163,0
1514518927163,0
1514518937160,0
1514518947160,0
1514518957161,0
1514518967160,0
1514518977161,0
1514518987161,0
1514518997158,0
1514519007158,0
1514519017158,0
1514519027158,0
1514519037158,0
1514519047159,0
1514519057156,0
1514519067156,0
1514519077157,0
1514519087157,0
1514519097158,0
1514519107158,0
1514519117155,0
1514519127156,0
1514519137155,0
1514519147156,0
1514519157156,0
1514519167157,0
1514519177153,0
1514519187154,0
1514519197155,0
1514519207155,0
1514519217156,0
1514519227156,0
1514519237153,0
1514519247153,0
1514519257154,0
1514519267155,0
1514519277155,0
1514519287155,0
1514519297152,0
1514519307152,0
1514519317152,0
1514519327152,0
1514519337153,0
1514519347152,0
1514519357149,0
1514519367149,0
1514519377150,0
1514519387150,0
1514519397152,0
1514519407153,0
1514519417150,0
1514519427151,0
1514519437151,0
1514519447152,0
1514519457152,0
1514519467153,0
1514519477149,0
1514519487149,0
1514519497150,0
1514519507150,0
1514519517151,0
1514519527151,0
1514519537149,0
1514519547150,0
1514519557150,0
1514519567151,0
1514519577151,0
1514519587152,0
1514519597149,0
1514519607149,0
1514519617150,0
1514519627149,0
1514519637150,0
1514519647149,0
1514519657146,0
1514519667145,0
1514519677146,0
1514519687146,0
1514519697146,0
1514519707148,0
1514519717145,0
1514519727146,0
1514519737146,0
1514519747147,0
1514519757148,0
1514519767148,0
1514519777144,0
1514519787144,0
1514519797144,0
1514519807144,0
1514519817145,0
1514519827146,0
1514519837142,0
1514519847143,0
1514519857143,0
1514519867144,0
1514519877144,0
1514519887145,0
1514519897142,0
1514519907142,0
1514519917143,0
1514519927142,0
1514519937143,0
1514519947142,0
1514519957140,0
1514519967140,0
1514519977140,0
1514519987140,0
1514519997140,0
1514520007140,0
1514520017140,0
1514520027137,0
1514520037138,0
1514520047138,0
1514520057139,0
1514520067139,0
1514520077140,0
1514520087137,0
1514520097137,0
1514520107138,0
1514520117138,0
1514520127139,0
1514520137138,0
1514520147135,0
1514520157134,0
1514520167135,0
1514520177136,0
1514520187136,0
1514520197137,0
1514520207134,0
1514520217135,0
1514520227135,0
1514520237136,0
1514520247137,0
1514520257137,0
1514520267133,0
1514520277133,0
1514520287133,0
1514520297133,0
1514520307134,0
1514520317135,0
1514520327131,0
1514520337132,0
1514520347131,0
1514520357132,0
1514520367132,0
1514520377133,0
1514520387130,0
1514520397130,0
1514520407131,0
1514520417131,0
1514520427132,0
1514520437131,0
1514520447129,0
1514520457129,0
1514520467129,0
1514520477129,0
1514520487129,0
1514520497129,0
1514520507129,0
1514520517126,0
1514520527127,0
1514520537127,0
1514520547128,0
1514520557128,0
1514520567129,0
1514520577126,0
1514520587127,0
1514520597128,0
1514520607127,0
1514520617128,0
1514520627127,0
1514520637124,0
1514520647123,0
1514520657124,0
1514520667125,0
1514520677125,0
1514520687126,0
1514520697123,0
1514520707124,0
1514520717124,0
1514520727125,0
1514520737126,0
1514520747126,0
1514520757124,0
1514520767124,0
1514520777124,0
1514520787124,0
1514520797124,0
1514520807125,0
1514520817121,0
1514520827122,0
1514520837122,0
1514520847123,0
1514520857123,0
1514520867124,0
1514520877122,0
1514520887122,0
1514520897123,0
1514520907123,0
1514520917124,0
1514520927123,0
1514520937120,0
1514520947120,0
1514520957120,0
1514520967120,0
1514520977120,0
1514520987121,0
1514520997118,0
1514521007118,0
1514521017119,0
1514521027119,0
1514521037120,0
1514521047120,0
1514521057117,0
1514521067117,0
1514521077123,0
1514521087118,0
1514521097117,0
1514521107118,0
1514521117114,0
1514521127115,0
1514521137114,0
1514521147115,0
1514521157115,0
1514521167115,0
1514521177113,0
1514521187113,0
1514521197114,0
1514521207114,0
1514521217115,0
1514521227116,0
1514521237112,0
1514521247112,0
1514521257112,0
1514521267113,0
1514521277113,0
1514521287113,0
1514521297111,0
1514521307110,0
1514521317111,0
1514521327112,0
1514521337113,0
1514521347114,0
1514521357110,0
1514521367111,0
1514521377111,0
1514521387112,0
1514521397112,0
1514521407113,0
1514521417110,0
1514521427110,0
1514521437110,0
1514521447110,0
1514521457110,0
1514521467110,0
1514521477106,0
1514521487107,0
1514521497106,0
1514521507107,0
1514521517107,0
1514521527108,0
1514521537105,0
1514521547106,0
1514521557107,0
1514521567107,0
1514521577108,0
1514521587108,0
1514521597105,0
1514521607104,0
1514521617105,0
1514521627105,0
1514521637105,0
1514521647105,0
1514521657102,0
1514521667103,0
1514521677103,0
1514521687104,0
1514521697105,0
1514521707105,0
1514521717103,0
1514521727103,0
1514521737104,0
1514521747104,0
1514521757104,0
1514521767105,0
1514521777100,0
1514521787101,0
1514521797100,0
1514521807101,0
1514521817100,0
1514521827101,0
1514521837099,0
1514521847099,0
1514521857100,0
1514521867100,0
1514521877101,0
1514521887101,0
1514521897098,0
1514521907098,0
1514521917098,0
1514521927098,0
1514521937098,0
1514521947098,0
1514521957095,0
1514521967095,0
1514521977096,0
1514521987095,0
1514521997096,0
1514522007096,0
1514522017093,0
1514522027093,0
1514522037094,0
1514522047095,0
1514522057095,0
1514522067096,0
1514522077092,0
1514522087093,0
1514522097092,0
1514522107093,0
1514522117093,0
1514522127093,0
1514522137090,0
1514522147090,0
1514522157091,0
1514522167091,0
1514522177092,0
1514522187093,0
1514522197089,0
1514522207090,0
1514522217090,0
1514522227091,0
1514522237091,0
1514522247091,0
1514522257089,0
1514522267088,0
1514522277089,0
1514522287088,0
1514522297089,0
1514522307088,0
1514522317085,0
1514522327085,0
1514522337085,0
1514522347086,0
1514522357086,0
1514522367087,0
1514522377084,0
1514522387085,0
1514522397085,0
1514522407085,0
1514522417085,0
1514522427085,0
1514522437081,0
1514522447081,0
1514522457081,0
1514522467082,0
1514522477082,0
1514522487083,0
1514522497080,0
1514522507081,0
1514522517081,0
1514522527082,0
1514522537083,0
1514522547082,0
1514522557079,0
1514522567079,0
1514522577080,0
1514522587079,0
1514522597080,0
1514522607080,0
1514522617077,0
1514522627077,0
1514522637077,0
1514522647078,0
1514522657078,0
1514522667079,0
1514522677076,0
1514522687076,0
1514522697077,0
1514522707077,0
1514522717078,0
1514522727078,0
1514522737075,0
1514522747076,0
1514522757076,0
1514522767077,0
1514522777076,0
1514522787077,0
1514522797073,0
1514522807074,0
1514522817075,0
1514522827075,0
1514522837076,0
1514522847076,0
1514522857073,0
1514522867073,0
1514522877074,0
1514522887075,0
1514522897075,0
1514522907076,0
1514522917073,0
1514522927073,0
1514522937073,0
1514522947073,0
1514522957074,0
1514522967074,0
1514522977071,0
1514522987071,0
1514522997072,0
1514523007072,0
1514523017073,0
1514523027074,0
1514523037071,0
1514523047072,0
1514523057071,0
1514523067072,0
1514523077071,0
1514523087072,0
1514523097069,0
1514523107069,0
1514523117070,0
1514523127070,0
1514523137070,0
1514523147078,0
1514523157076,0
1514523167077,0
1514523177077,0
1514523187078,0
1514523197078,0
1514523207079,0
1514523217076,0
1514523227077,0
1514523237078,0
1514523247077,0
1514523257078,0
1514523267077,0
1514523277074,0
1514523287073,0
1514523297074,0
1514523307075,0
1514523317075,0
1514523327076,0
1514523337073,0
1514523347074,0
1514523357075,0
1514523367076,0
1514523377077,0
1514523387077,0
1514523397073,0
1514523407073,0
1514523417074,0
1514523427074,0
1514523437074,0
1514523447075,0
1514523457071,0
1514523467072,0
1514523477072,0
1514523487073,0
1514523497073,0
1514523507074,0
1514523517071,0
1514523527071,0
1514523537072,0
1514523547071,0
1514523557072,0
1514523567071,0
1514523577069,0
1514523587069,0
1514523597069,0
1514523607069,0
1514523617069,0
1514523627070,0
1514523637067,0
1514523647068,0
1514523657069,0
1514523667069,0
1514523677070,0
1514523687070,0
1514523697067,0
1514523707067,0
1514523717067,0
1514523727068,0
1514523737067,0
1514523747068,0
1514523757067,0
1514523767064,0
1514523777063,0
1514523787064,0
1514523797064,0
1514523807064,0
1514523817065,0
1514523827062,0
1514523837063,0
1514523847063,0
1514523857064,0
1514523867064,0
1514523877064,0
1514523887060,0
1514523897060,0
1514523907060,0
1514523917061,0
1514523927061,0
1514523937062,0
1514523947058,0
1514523957059,0
1514523967058,0
1514523977059,0
1514523987060,0
1514523997060,0
1514524007057,0
1514524017057,0
1514524027058,0
1514524037058,0
1514524047059,0
1514524057059,0
1514524067056,0
1514524077056,0
1514524087056,0
1514524097056,0
1514524107056,0
1514524117056,0
1514524127053,0
1514524137053,0
1514524147054,0
1514524157054,0
1514524167055,0
1514524177055,0
1514524187053,0
1514524197054,0
1514524207053,0
1514524217054,0
1514524227053,0
1514524237054,0
1514524247050,0
1514524257051,0
1514524267052,0
1514524277052,0
1514524287052,0
1514524297052,0
1514524307049,0
1514524317049,0
1514524327050,0
1514524337051,0
1514524347051,0
1514524357052,0
1514524367049,0
1514524377049,0
1514524387049,0
1514524397049,0
1514524407050,0
1514524417049,0
1514524427046,0
1514524437045,0
1514524447046,0
1514524457045,0
1514524467077,0
1514524477078,0
1514524487075,0
1514524497076,0
1514524507076,0
1514524517077,0
1514524527077,0
1514524537078,0
1514524547074,0
1514524557074,0
1514524567074,0
1514524577074,0
1514524587074,0
1514524597074,0
1514524607074,0
1514524617071,0
1514524627071,0
1514524637072,0
1514524647072,0
1514524657073,0
1514524667073,0
1514524677071,0
1514524687072,0
1514524697071,0
1514524707072,0
1514524717071,0
1514524727072,0
1514524737071,0
1514524747068,0
1514524757068,0
1514524767068,0
1514524777068,0
1514524787068,0
1514524797069,0
1514524807066,0
1514524817067,0
1514524827068,0
1514524837075,0
1514524847069,0
1514524857069,0
1514524867065,0
1514524877065,0
1514524887065,0
1514524897066,0
1514524907065,0
1514524917066,0
1514524927065,0
1514524937062,0
1514524947062,0
1514524957063,0
1514524967064,0
1514524977064,0
1514524987065,0
1514524997062,0
1514525007063,0
1514525017063,0
1514525027064,0
1514525037064,0
1514525047064,0
1514525057060,0
1514525067060,0
1514525077060,0
1514525087060,0
1514525097061,0
1514525107062,0
1514525117059,0
1514525127060,0
1514525137060,0
1514525147061,0
1514525157061,0
1514525167062,0
1514525177059,0
1514525187058,0
1514525197059,0
1514525207058,0
1514525217059,0
1514525227058,0
1514525237056,0
1514525247056,0
1514525257056,0
1514525267056,0
1514525277056,0
1514525287057,0
1514525297054,0
1514525307055,0
1514525317056,0
1514525327056,0
1514525337057,0
1514525347057,0
1514525357053,0
1514525367053,0
1514525377053,0
1514525387054,0
1514525397054,0
1514525407055,0
1514525417051,0
1514525427052,0
1514525437051,0
1514525447052,0
1514525457053,0
1514525467053,0
1514525477050,0
1514525487050,0
1514525497051,0
1514525507051,0
1514525517052,0
1514525527052,0
1514525537049,0
1514525547049,0
1514525557049,0
1514525567049,0
1514525577049,0
1514525587049,0
1514525597046,0
1514525607046,0
1514525617047,0
1514525627047,0
1514525637048,0
1514525647048,0
1514525657046,0
1514525667047,0
1514525677047,0
1514525687048,0
1514525697048,0
1514525707049,0
1514525717045,0
1514525727046,0
1514525737046,0
1514525747046,0
1514525757046,0
1514525767046,0
1514525777042,0
1514525787042,0
1514525797043,0
1514525807044,0
1514525817044,0
1514525827045,0
1514525837042,0
1514525847043,0
1514525857043,0
1514525867043,0
1514525877044,0
1514525887043,0
1514525897041,0
1514525907041,0
1514525917042,0
1514525927041,0
1514525937042,0
1514525947043,0
1514525957040,0
1514525967041,0
1514525977041,0
1514525987042,0
1514525997042,0
1514526007043,0
1514526017040,0
1514526027040,0
1514526037040,0
1514526047040,0
1514526057040,0
1514526067040,0
1514526077040,0
1514526087037,0
1514526097036,0
1514526107037,0
1514526117037,0
1514526127038,0
1514526137038,0
1514526147036,0
1514526157037,0
1514526167036,0
1514526177037,0
1514526187036,0
1514526197037,0
1514526207036,0
1514526217033,0
1514526227033,0
1514526237033,0
1514526247033,0
1514526257033,0
1514526267033,0
1514526277030,0
1514526287031,0
1514526297032,0
1514526307032,0
1514526317032,0
1514526327032,0
1514526337028,0
1514526347028,0
1514526357029,0
1514526367030,0
1514526377029,0
1514526387030,0
1514526397026,0
1514526407027,0
1514526417027,0
1514526427028,0
1514526437029,0
1514526447029,0
1514526457027,0
1514526467027,0
1514526477028,0
1514526487029,0
1514526497029,0
1514526507030,0
1514526517026,0
1514526527026,0
1514526537026,0
1514526547026,0
1514526557027,0
1514526567027,0
1514526577025,0
1514526587024,0
1514526597025,0
1514526607025,0
1514526617026,0
1514526627027,0
1514526637023,0
1514526647024,0
1514526657023,0
1514526667024,0
1514526677023,0
1514526687024,0
1514526697021,0
