时间,白屏时间,用户可操作时间,总下载时间
1512353580305,71,72,78
1512353592495,55,56,61
1512353600184,59,59,64
1512353608897,61,62,67
1512353621287,84,85,91
1512353629975,55,56,60
1512353752547,97,98,104
